servico,id_validador,latitude,longitude,data,estado_equipamento,primeiro_datetime_gps,ultimo_datetime_gps,qtde_min_entre_a_prim_e_ultima_transmissao,qtde_min_distintos_houve_transmissao,qtde_registros_gps,qtde_registros_gps_georreferenciados,percentual_registros_gps_georreferenciados,percentual_transmissao_a_cada_min
TOMAG,B35T020D00200221,-22.96872363,-43.62238437,2026-04-26,ABERTO,2026-04-26 00:00:23.323445,2026-04-26 00:04:23.589532,5,5,5,5,1.0,1.0
TOMAG,B35T020D00210078,-22.96845394,-43.62098572,2026-04-26,ABERTO,2026-04-26 00:00:38.241973,2026-04-26 00:04:37.832061,5,5,5,5,1.0,1.0
TOMAG,B35T020D00200272,-22.96840453,-43.62093407,2026-04-26,ABERTO,2026-04-26 00:00:11.04569,2026-04-26 00:04:10.815098,5,5,5,5,1.0,1.0
TOMAG,B35T020D00200537,-22.96839579,-43.62092086,2026-04-26,ABERTO,2026-04-26 00:00:08.154873,2026-04-26 00:04:08.179442,5,5,5,5,1.0,1.0
28,B35T020D00200400,-22.96744697,-43.64142856,2026-04-26,ABERTO,2026-04-26 00:00:09.281446,2026-04-26 00:04:09.201171,5,5,5,5,1.0,1.0
TCPCO,B35T020D00200261,-22.96726704,-43.39057025,2026-04-26,ABERTO,2026-04-26 00:00:42.836783,2026-04-26 00:04:42.631284,5,5,5,5,1.0,1.0
TCPCO,B35T020D00200367,-22.96726019,-43.39053588,2026-04-26,ABERTO,2026-04-26 00:00:22.555614,2026-04-26 00:04:22.433992,5,5,5,5,1.0,1.0
TLMIP,B35T020D00200390,-22.9664415,-43.39678563,2026-04-26,ABERTO,2026-04-26 00:00:27.31146,2026-04-26 00:04:26.985247,5,5,5,5,1.0,1.0
TLMIP,B35T020D00200658,-22.96642515,-43.39674586,2026-04-26,ABERTO,2026-04-26 00:00:28.913211,2026-04-26 00:04:28.734812,5,5,5,5,1.0,1.0
28,B5AT020D00600057,-22.96570245,-43.64764354,2026-04-26,ABERTO,2026-04-26 00:00:35.933152,2026-04-26 00:04:35.762867,5,5,5,5,1.0,1.0
TOPDA,B35T020D00200664,-22.96567686,-43.64706748,2026-04-26,ABERTO,2026-04-26 00:00:00.259303,2026-04-26 00:04:00.109264,5,5,5,5,1.0,1.0
TOPDA,B35T020D00200148,-22.96564899,-43.64715777,2026-04-26,ABERTO,2026-04-26 00:00:37.591665,2026-04-26 00:04:37.579731,5,5,5,5,1.0,1.0
TOPDA,B35T020D00200273,-22.96563795,-43.64708694,2026-04-26,ABERTO,2026-04-26 00:00:52.214913,2026-04-26 00:04:52.194322,5,5,5,5,1.0,1.0
TOPDA,B35T020D00200243,-22.96563192,-43.64708055,2026-04-26,ABERTO,2026-04-26 00:00:53.161219,2026-04-26 00:04:53.226859,5,5,5,5,1.0,1.0
TOPDA,B35T020D00200155,-22.96562691,-43.64702653,2026-04-26,ABERTO,2026-04-26 00:00:54.231149,2026-04-26 00:04:54.386143,5,5,5,5,1.0,1.0
TOPDA,B35T020D00200123,-22.96561413,-43.64687117,2026-04-26,ABERTO,2026-04-26 00:00:10.538752,2026-04-26 00:04:10.475251,5,5,5,5,1.0,1.0
TOPDA,B35T020D00200230,-22.96559258,-43.64687717,2026-04-26,ABERTO,2026-04-26 00:00:05.21501,2026-04-26 00:04:05.213125,5,5,5,5,1.0,1.0
TOPDA,B35T020D00200020,-22.9655881,-43.64708637,2026-04-26,ABERTO,2026-04-26 00:00:53.513564,2026-04-26 00:04:53.66949,5,5,5,5,1.0,1.0
TOPDA,B35T020D00200321,-22.96556502,-43.64679794,2026-04-26,ABERTO,2026-04-26 00:00:15.955522,2026-04-26 00:04:15.811418,5,5,5,5,1.0,1.0
28,B5AT020D00600028,-22.96418322,-43.70452797,2026-04-26,ABERTO,2026-04-26 00:00:26.121537,2026-04-26 00:04:25.944482,5,5,5,5,1.0,1.0
TLASA,B35T020D00200219,-22.96360652,-43.39404303,2026-04-26,ABERTO,2026-04-26 00:00:11.771743,2026-04-26 00:04:11.440139,5,5,5,5,1.0,1.0
TLASA,B35T020D00200306,-22.96351792,-43.39407588,2026-04-26,ABERTO,2026-04-26 00:00:09.410225,2026-04-26 00:04:09.264103,5,5,5,5,1.0,1.0
TCCUR,B35T020D00200081,-22.95973191,-43.38829887,2026-04-26,ABERTO,2026-04-26 00:00:56.117948,2026-04-26 00:04:56.335973,5,5,5,5,1.0,1.0
TCPBA,B35T020D00200637,-22.95884605,-43.38398297,2026-04-26,ABERTO,2026-04-26 00:00:09.472242,2026-04-26 00:04:09.064417,5,5,5,5,1.0,1.0
TCPBA,B35T020D00200539,-22.9588002,-43.38391789,2026-04-26,ABERTO,2026-04-26 00:00:17.843397,2026-04-26 00:04:17.844284,5,5,5,5,1.0,1.0
TCAPA,B35T020D00200347,-22.95510808,-43.37713079,2026-04-26,ABERTO,2026-04-26 00:00:37.264015,2026-04-26 00:04:37.286522,5,5,5,5,1.0,1.0
TCAPA,B35T020D00200488,-22.95494981,-43.37697117,2026-04-26,ABERTO,2026-04-26 00:00:21.897659,2026-04-26 00:04:21.723067,5,5,5,5,1.0,1.0
TLLDI,B35T020D00200325,-22.95333981,-43.39078873,2026-04-26,ABERTO,2026-04-26 00:00:09.779411,2026-04-26 00:04:09.574284,5,5,5,5,1.0,1.0
TLLDI,B35T020D00200655,-22.95324578,-43.39078754,2026-04-26,ABERTO,2026-04-26 00:00:07.444737,2026-04-26 00:04:07.251452,5,5,5,5,1.0,1.0
TLLDI,B35T020D00200018,-22.95276801,-43.39031693,2026-04-26,ABERTO,2026-04-26 00:00:23.641591,2026-04-26 00:04:23.169469,5,5,5,5,1.0,1.0
TLLDI,B35T020D00200579,-22.95268798,-43.39031323,2026-04-26,ABERTO,2026-04-26 00:00:09.710172,2026-04-26 00:04:09.927618,5,5,5,5,1.0,1.0
TCVSA,B35T020D00200188,-22.95186397,-43.37437012,2026-04-26,ABERTO,2026-04-26 00:00:34.22172,2026-04-26 00:04:33.863947,5,5,5,5,1.0,1.0
TCVSA,B35T020D00200640,-22.95183358,-43.37425912,2026-04-26,ABERTO,2026-04-26 00:00:37.124871,2026-04-26 00:04:36.785826,5,5,5,5,1.0,1.0
TOVVA,B35T020D00200444,-22.95113835,-43.65052824,2026-04-26,ABERTO,2026-04-26 00:00:55.13121,2026-04-26 00:04:54.834183,5,5,5,5,1.0,1.0
TOVVA,B35T020D00200153,-22.9510841,-43.65059123,2026-04-26,ABERTO,2026-04-26 00:00:48.40368,2026-04-26 00:04:48.405931,5,5,5,5,1.0,1.0
TCRPA,B35T020D00200044,-22.94871127,-43.37257908,2026-04-26,ABERTO,2026-04-26 00:00:23.91221,2026-04-26 00:04:23.724263,5,5,5,5,1.0,1.0
TCRPA,B35T020D00200668,-22.94861874,-43.37260696,2026-04-26,ABERTO,2026-04-26 00:00:33.405875,2026-04-26 00:04:33.436949,5,5,5,5,1.0,1.0
TLVEM,B35T020D00200438,-22.94802519,-43.39147518,2026-04-26,ABERTO,2026-04-26 00:00:03.643877,2026-04-26 00:04:03.485373,5,5,5,5,1.0,1.0
28,B35T020D00200489,-22.94238472,-43.67497537,2026-04-26,ABERTO,2026-04-26 00:00:25.982812,2026-04-26 00:04:25.524915,5,5,5,5,1.0,1.0
TLCOL,B35T020D00200265,-22.94149569,-43.39463225,2026-04-26,ABERTO,2026-04-26 00:00:48.965994,2026-04-26 00:04:49.126188,5,5,5,5,1.0,1.0
TLCOL,B35T020D00200611,-22.94127915,-43.39462942,2026-04-26,ABERTO,2026-04-26 00:00:56.2944,2026-04-26 00:04:56.731591,5,5,5,5,1.0,1.0
TOSVE,B35T020D00200682,-22.94072365,-43.6650445,2026-04-26,ABERTO,2026-04-26 00:00:50.653273,2026-04-26 00:04:51.082497,5,5,5,5,1.0,1.0
TLCOL,B35T020D00200659,-22.94064231,-43.39465985,2026-04-26,ABERTO,2026-04-26 00:00:55.640368,2026-04-26 00:04:55.817651,5,5,5,5,1.0,1.0
TOSVE,B35T020D00200519,-22.94064086,-43.665062,2026-04-26,ABERTO,2026-04-26 00:00:16.156589,2026-04-26 00:04:15.949131,5,5,5,5,1.0,1.0
TLCOL,B35T020D00200572,-22.94062978,-43.39470383,2026-04-26,ABERTO,2026-04-26 00:00:04.483834,2026-04-26 00:04:04.333782,5,5,5,5,1.0,1.0
TCDPR,B35T020D00200241,-22.94041753,-43.37249762,2026-04-26,ABERTO,2026-04-26 00:00:43.137668,2026-04-26 00:04:43.491622,5,5,5,5,1.0,1.0
TCDPR,B35T020D00200602,-22.94035819,-43.37247012,2026-04-26,ABERTO,2026-04-26 00:00:43.932642,2026-04-26 00:04:43.921365,5,5,5,5,1.0,1.0
28,B5AT020D00600058,-22.93694748,-43.66738517,2026-04-26,ABERTO,2026-04-26 00:00:41.423479,2026-04-26 00:04:41.410733,5,5,5,5,1.0,1.0
28,B5AT020D00600055,-22.93677675,-43.66737032,2026-04-26,ABERTO,2026-04-26 00:00:34.345983,2026-04-26 00:04:34.119956,5,5,5,5,1.0,1.0
TOCFA,B35T020D00200627,-22.93639622,-43.66735482,2026-04-26,ABERTO,2026-04-26 00:00:04.373756,2026-04-26 00:04:03.965075,5,5,5,5,1.0,1.0
TOCFA,B35T020D00200331,-22.93637407,-43.66737327,2026-04-26,ABERTO,2026-04-26 00:00:14.254521,2026-04-26 00:04:14.150044,5,5,5,5,1.0,1.0
TOCFA,B35T020D00200234,-22.93635023,-43.66737071,2026-04-26,ABERTO,2026-04-26 00:00:45.485147,2026-04-26 00:04:45.675158,5,5,5,5,1.0,1.0
TOCFA,B35T020D00200258,-22.93633029,-43.6673449,2026-04-26,ABERTO,2026-04-26 00:00:15.604447,2026-04-26 00:04:15.19718,5,5,5,5,1.0,1.0
TOCFA,B35T020D00200462,-22.93630347,-43.66744849,2026-04-26,ABERTO,2026-04-26 00:00:32.040709,2026-04-26 00:04:32.242628,5,5,5,5,1.0,1.0
TCSEF,B35T020D00200294,-22.93613503,-43.37156295,2026-04-26,ABERTO,2026-04-26 00:00:19.731848,2026-04-26 00:04:19.481162,5,5,5,5,1.0,1.0
TCSEF,B35T020D00200052,-22.93606004,-43.37146752,2026-04-26,ABERTO,2026-04-26 00:00:03.487472,2026-04-26 00:04:03.3451,5,5,5,5,1.0,1.0
TCMCK,B35T020D00200523,-22.93489423,-43.37214104,2026-04-26,ABERTO,2026-04-26 00:00:54.280537,2026-04-26 00:04:54.623577,5,5,5,5,1.0,1.0
TCMCK,B35T020D00200120,-22.9347766,-43.37215374,2026-04-26,ABERTO,2026-04-26 00:00:58.679059,2026-04-26 00:04:58.919071,5,5,5,5,1.0,1.0
TOCSI,B35T020D00200661,-22.9344158,-43.66527556,2026-04-26,ABERTO,2026-04-26 00:00:28.076209,2026-04-26 00:04:27.593842,5,5,5,5,1.0,1.0
67,B35T020D00200239,-22.93401397,-43.66462561,2026-04-26,ABERTO,2026-04-26 00:00:52.660988,2026-04-26 00:04:52.61785,5,5,5,5,1.0,1.0
TOCII,B35T020D00200027,-22.93358183,-43.66213878,2026-04-26,ABERTO,2026-04-26 00:00:09.256807,2026-04-26 00:04:09.030791,5,5,5,5,1.0,1.0
TOCII,B35T020D00200217,-22.93355728,-43.66226114,2026-04-26,ABERTO,2026-04-26 00:00:05.559557,2026-04-26 00:04:05.177367,5,5,5,5,1.0,1.0
TOIII,B35T020D00200189,-22.93165583,-43.65713378,2026-04-26,ABERTO,2026-04-26 00:00:00.923597,2026-04-26 00:04:00.638336,5,5,5,5,1.0,1.0
TOIII,B35T020D00200614,-22.93163748,-43.65708177,2026-04-26,ABERTO,2026-04-26 00:00:04.850649,2026-04-26 00:04:04.781589,5,5,5,5,1.0,1.0
TOCAJ,B35T020D00200329,-22.93108837,-43.67324313,2026-04-26,ABERTO,2026-04-26 00:00:17.397194,2026-04-26 00:04:17.095905,5,5,5,5,1.0,1.0
TOCAJ,B35T020D00200357,-22.93098305,-43.6732317,2026-04-26,ABERTO,2026-04-26 00:00:47.739225,2026-04-26 00:04:47.788534,5,5,5,5,1.0,1.0
TCAND,B35T020D00200615,-22.92910562,-43.37354476,2026-04-26,ABERTO,2026-04-26 00:00:33.440376,2026-04-26 00:04:33.236947,5,5,5,5,1.0,1.0
TCAND,B35T020D00200206,-22.92908471,-43.37349742,2026-04-26,ABERTO,2026-04-26 00:00:11.654548,2026-04-26 00:04:11.468139,5,5,5,5,1.0,1.0
TLOTS,B35T020D00200565,-22.92827611,-43.39580288,2026-04-26,ABERTO,2026-04-26 00:00:14.185012,2026-04-26 00:04:13.864214,5,5,5,5,1.0,1.0
TLOTS,B35T020D00200370,-22.92827255,-43.39582918,2026-04-26,ABERTO,2026-04-26 00:00:13.160524,2026-04-26 00:04:12.828676,5,5,5,5,1.0,1.0
TOVPC,B35T020D00200220,-22.92817909,-43.65368768,2026-04-26,ABERTO,2026-04-26 00:00:47.714558,2026-04-26 00:04:47.6393,5,5,5,5,1.0,1.0
TOGAR,B35T020D00200070,-22.92784425,-43.67738685,2026-04-26,ABERTO,2026-04-26 00:00:50.735131,2026-04-26 00:04:51.013285,5,5,5,5,1.0,1.0
TOGAR,B35T020D00200249,-22.92782051,-43.67750442,2026-04-26,ABERTO,2026-04-26 00:00:01.0726,2026-04-26 00:04:01.238901,5,5,5,5,1.0,1.0
TLOTS,B35T020D00200394,-22.92766361,-43.39611855,2026-04-26,ABERTO,2026-04-26 00:00:58.443371,2026-04-26 00:04:58.653164,5,5,5,5,1.0,1.0
TLOTS,B35T020D00200590,-22.92764061,-43.39620589,2026-04-26,ABERTO,2026-04-26 00:00:57.614373,2026-04-26 00:04:57.582186,5,5,5,5,1.0,1.0
TOTPO,B35T020D00200381,-22.92526074,-43.64979488,2026-04-26,ABERTO,2026-04-26 00:00:53.828212,2026-04-26 00:04:53.994529,5,5,5,5,1.0,1.0
TCTAQ,B35T020D00200290,-22.9251169,-43.37366592,2026-04-26,ABERTO,2026-04-26 00:00:17.027063,2026-04-26 00:04:16.851144,5,5,5,5,1.0,1.0
TCTAQ,B35T020D00200578,-22.9249242,-43.37378266,2026-04-26,ABERTO,2026-04-26 00:00:44.052164,2026-04-26 00:04:42.761499,5,5,5,5,1.0,1.0
TCTAQ,B35T020D00200430,-22.92343856,-43.37398758,2026-04-26,ABERTO,2026-04-26 00:00:43.560094,2026-04-26 00:04:44.120319,5,5,5,5,1.0,1.0
TCTAQ,B35T020D00200451,-22.92332928,-43.37405757,2026-04-26,ABERTO,2026-04-26 00:00:07.222281,2026-04-26 00:04:06.889325,5,5,5,5,1.0,1.0
TOGEN,B35T020D00200601,-22.92202166,-43.67968648,2026-04-26,ABERTO,2026-04-26 00:00:49.429491,2026-04-26 00:04:49.543225,5,5,5,5,1.0,1.0
TOGEN,B35T020D00200028,-22.921949,-43.67972724,2026-04-26,ABERTO,2026-04-26 00:00:48.000504,2026-04-26 00:04:47.99238,5,5,5,5,1.0,1.0
28,B5AT020D00600042,-22.92126605,-43.64605037,2026-04-26,ABERTO,2026-04-26 00:00:40.752083,2026-04-26 00:04:40.622213,5,5,5,5,1.0,1.0
28,B5AT020D00600107,-22.92123376,-43.64610804,2026-04-26,ABERTO,2026-04-26 00:00:06.052869,2026-04-26 00:04:05.897784,5,5,5,5,1.0,1.0
28,B5AT020D00600062,-22.92121702,-43.64605155,2026-04-26,ABERTO,2026-04-26 00:00:13.636485,2026-04-26 00:04:13.533715,5,5,5,5,1.0,1.0
28,B5AT020D00600066,-22.92113769,-43.64605298,2026-04-26,ABERTO,2026-04-26 00:00:40.400063,2026-04-26 00:04:40.165974,5,5,5,5,1.0,1.0
28,B35T020D00200313,-22.92063672,-43.64625218,2026-04-26,ABERTO,2026-04-26 00:00:54.513994,2026-04-26 00:04:54.909768,5,5,5,5,1.0,1.0
67,B35T020D00200644,-22.92062742,-43.6461784,2026-04-26,ABERTO,2026-04-26 00:00:23.786501,2026-04-26 00:04:23.732511,5,5,5,5,1.0,1.0
67,B35T020D00200089,-22.92057963,-43.64614124,2026-04-26,ABERTO,2026-04-26 00:00:32.310102,2026-04-26 00:04:32.249147,5,5,5,5,1.0,1.0
67,B35T020D00200639,-22.92055788,-43.64622517,2026-04-26,ABERTO,2026-04-26 00:00:36.121372,2026-04-26 00:04:36.128587,5,5,5,5,1.0,1.0
67,B35T020D00200025,-22.92053177,-43.6461149,2026-04-26,ABERTO,2026-04-26 00:00:46.037465,2026-04-26 00:04:46.440376,5,5,5,5,1.0,1.0
28,B35T020D00200420,-22.92051958,-43.64626156,2026-04-26,ABERTO,2026-04-26 00:00:44.430449,2026-04-26 00:04:44.319339,5,5,5,5,1.0,1.0
28,B35T020D00200129,-22.92049165,-43.64608846,2026-04-26,ABERTO,2026-04-26 00:00:29.607355,2026-04-26 00:04:29.534804,5,5,5,5,1.0,1.0
28,B35T020D00200475,-22.92044688,-43.64619326,2026-04-26,ABERTO,2026-04-26 00:00:02.989493,2026-04-26 00:04:02.784766,5,5,5,5,1.0,1.0
TOCSO,B35T020D00200397,-22.92043941,-43.64332664,2026-04-26,ABERTO,2026-04-26 00:00:47.477098,2026-04-26 00:04:47.795555,5,5,5,5,1.0,1.0
TCACA,B35T020D00200685,-22.92039139,-43.36856142,2026-04-26,ABERTO,2026-04-26 00:00:43.645875,2026-04-26 00:04:43.926918,5,5,5,5,1.0,1.0
67,B35T020D00200606,-22.92037268,-43.64621701,2026-04-26,ABERTO,2026-04-26 00:00:24.584542,2026-04-26 00:04:24.335403,5,5,5,5,1.0,1.0
TCACA,B35T020D00200686,-22.92034401,-43.36868859,2026-04-26,ABERTO,2026-04-26 00:00:29.43755,2026-04-26 00:04:29.334984,5,5,5,5,1.0,1.0
28,B35T020D00200264,-22.92033838,-43.64633237,2026-04-26,ABERTO,2026-04-26 00:00:20.325717,2026-04-26 00:04:20.096945,5,5,5,5,1.0,1.0
TOCSO,B35T020D00200582,-22.92033441,-43.64335038,2026-04-26,ABERTO,2026-04-26 00:00:49.385134,2026-04-26 00:04:49.567263,5,5,5,5,1.0,1.0
28,B35T020D00200649,-22.92030273,-43.64629735,2026-04-26,ABERTO,2026-04-26 00:00:08.122289,2026-04-26 00:04:08.663883,5,5,5,5,1.0,1.0
28,B5AT020D00600322,-22.9202697,-43.64424624,2026-04-26,ABERTO,2026-04-26 00:00:02.787813,2026-04-26 00:04:02.567843,5,5,5,5,1.0,1.0
67,B35T020D00200291,-22.92026504,-43.6462317,2026-04-26,ABERTO,2026-04-26 00:00:39.539682,2026-04-26 00:04:39.471551,5,5,5,5,1.0,1.0
67,B35T020D00200597,-22.92022036,-43.64625904,2026-04-26,ABERTO,2026-04-26 00:00:59.818468,2026-04-26 00:04:59.993389,5,4,5,5,1.0,0.8
67,B35T020D00200437,-22.92019818,-43.646301,2026-04-26,ABERTO,2026-04-26 00:00:32.992081,2026-04-26 00:04:32.820019,5,5,5,5,1.0,1.0
67,B35T020D00200557,-22.9201874,-43.64635137,2026-04-26,ABERTO,2026-04-26 00:00:58.719586,2026-04-26 00:04:59.060521,5,5,5,5,1.0,1.0
67,B35T020D00200586,-22.92013461,-43.64624446,2026-04-26,ABERTO,2026-04-26 00:00:50.674364,2026-04-26 00:04:51.105441,5,5,5,5,1.0,1.0
67,B35T020D00200548,-22.9200725,-43.64628462,2026-04-26,ABERTO,2026-04-26 00:00:45.377193,2026-04-26 00:04:45.549444,5,5,5,5,1.0,1.0
67,B35T020D00200517,-22.92001261,-43.64635003,2026-04-26,ABERTO,2026-04-26 00:00:18.182099,2026-04-26 00:04:18.090835,5,5,5,5,1.0,1.0
28,B5AT020D00600060,-22.92000968,-43.64470163,2026-04-26,ABERTO,2026-04-26 00:00:34.585983,2026-04-26 00:04:34.536494,5,5,5,5,1.0,1.0
67,B35T020D00200320,-22.91996366,-43.64629594,2026-04-26,ABERTO,2026-04-26 00:00:31.138504,2026-04-26 00:04:30.672423,5,5,5,5,1.0,1.0
67,B35T020D00200054,-22.91995879,-43.64633079,2026-04-26,ABERTO,2026-04-26 00:00:51.485156,2026-04-26 00:04:51.469328,5,5,5,5,1.0,1.0
67,B35T020D00200583,-22.91994745,-43.64628778,2026-04-26,ABERTO,2026-04-26 00:00:44.827529,2026-04-26 00:04:44.61249,5,5,5,5,1.0,1.0
67,B35T020D00200455,-22.91990479,-43.64613142,2026-04-26,ABERTO,2026-04-26 00:00:29.24417,2026-04-26 00:04:28.859959,5,5,5,5,1.0,1.0
67,B35T020D00200404,-22.9198096,-43.64610037,2026-04-26,ABERTO,2026-04-26 00:00:48.142083,2026-04-26 00:04:48.151146,5,5,5,5,1.0,1.0
67,B35T020D00200399,-22.9196204,-43.64337616,2026-04-26,ABERTO,2026-04-26 00:00:10.272156,2026-04-26 00:04:09.919892,5,5,5,5,1.0,1.0
28,B35T020D00200553,-22.91959513,-43.64468827,2026-04-26,ABERTO,2026-04-26 00:00:22.650829,2026-04-26 00:04:22.461702,5,5,5,5,1.0,1.0
67,B35T020D00200450,-22.91957787,-43.64522669,2026-04-26,ABERTO,2026-04-26 00:00:48.062512,2026-04-26 00:04:47.910349,5,5,5,5,1.0,1.0
67,B35T020D00200074,-22.91944871,-43.64321129,2026-04-26,ABERTO,2026-04-26 00:00:02.978479,2026-04-26 00:04:03.184399,5,5,5,5,1.0,1.0
TOOUT,B35T020D00200198,-22.91814891,-43.63893021,2026-04-26,ABERTO,2026-04-26 00:00:06.553132,2026-04-26 00:04:06.155546,5,5,5,5,1.0,1.0
TOOUT,B35T020D00200162,-22.918099,-43.63896473,2026-04-26,ABERTO,2026-04-26 00:00:35.84142,2026-04-26 00:04:36.004151,5,5,5,5,1.0,1.0
TOSTC,B35T020D00200346,-22.91768888,-43.68344165,2026-04-26,ABERTO,2026-04-26 00:00:30.087744,2026-04-26 00:04:29.855588,5,5,5,5,1.0,1.0
TOSTC,B35T020D00200439,-22.9176848,-43.68347447,2026-04-26,ABERTO,2026-04-26 00:00:47.342666,2026-04-26 00:04:47.49466,5,5,5,5,1.0,1.0
TOSTC,B35T020D00200477,-22.91768153,-43.6835323,2026-04-26,ABERTO,2026-04-26 00:00:49.427799,2026-04-26 00:04:49.545492,5,5,5,5,1.0,1.0
TOSTC,B35T020D00200133,-22.9176525,-43.68348076,2026-04-26,ABERTO,2026-04-26 00:00:24.495201,2026-04-26 00:04:24.340891,5,5,5,5,1.0,1.0
TOSEG,B35T020D00200607,-22.91696832,-43.63298593,2026-04-26,ABERTO,2026-04-26 00:00:06.728734,2026-04-26 00:04:06.353259,5,5,5,5,1.0,1.0
TOSTC,B35T020D00200047,-22.91669437,-43.68363614,2026-04-26,ABERTO,2026-04-26 00:00:14.308976,2026-04-26 00:04:14.151237,5,5,5,5,1.0,1.0
TOSTC,B35T020D00200616,-22.91666958,-43.68373586,2026-04-26,ABERTO,2026-04-26 00:00:26.298331,2026-04-26 00:04:26.076886,5,5,5,5,1.0,1.0
67,B35T020D00200679,-22.91661292,-43.68468794,2026-04-26,ABERTO,2026-04-26 00:00:21.574962,2026-04-26 00:04:21.499934,5,5,5,5,1.0,1.0
TOPSP,B35T020D00200560,-22.9163189,-43.62191121,2026-04-26,ABERTO,2026-04-26 00:00:58.206736,2026-04-26 00:04:58.420017,5,5,5,5,1.0,1.0
TOPSP,B35T020D00200332,-22.91629312,-43.62196512,2026-04-26,ABERTO,2026-04-26 00:00:52.685633,2026-04-26 00:04:52.851614,5,5,5,5,1.0,1.0
TCTQE,B35T020D00200229,-22.9162582,-43.36176464,2026-04-26,ABERTO,2026-04-26 00:03:02.322874,2026-04-26 00:04:14.899664,2,2,5,5,1.0,1.0
TLBOI,B35T020D00200266,-22.91590645,-43.39788557,2026-04-26,ABERTO,2026-04-26 00:00:01.90797,2026-04-26 00:04:01.824721,5,5,5,5,1.0,1.0
TLBOI,B35T020D00200026,-22.91588403,-43.39791433,2026-04-26,ABERTO,2026-04-26 00:00:15.490789,2026-04-26 00:04:15.528235,5,5,5,5,1.0,1.0
TOCOS,B35T020D00200391,-22.91575536,-43.61606121,2026-04-26,ABERTO,2026-04-26 00:00:41.419633,2026-04-26 00:04:41.67195,5,5,5,5,1.0,1.0
67,B35T020D00200463,-22.91571239,-43.62816543,2026-04-26,ABERTO,2026-04-26 00:00:43.220356,2026-04-26 00:04:43.1853,5,5,5,5,1.0,1.0
TOCOS,B35T020D00200127,-22.91569384,-43.61595667,2026-04-26,ABERTO,2026-04-26 00:00:44.261729,2026-04-26 00:04:44.558037,5,5,5,5,1.0,1.0
TOJMG,B35T020D00200670,-22.9156148,-43.62770945,2026-04-26,ABERTO,2026-04-26 00:00:57.30971,2026-04-26 00:04:57.353435,5,5,5,5,1.0,1.0
TOJMG,B35T020D00200171,-22.91560607,-43.62774097,2026-04-26,ABERTO,2026-04-26 00:00:37.758568,2026-04-26 00:04:37.363349,5,5,5,5,1.0,1.0
TLBOI,B35T020D00200630,-22.91539332,-43.39826285,2026-04-26,ABERTO,2026-04-26 00:00:04.543944,2026-04-26 00:04:04.363299,5,5,5,5,1.0,1.0
TOICR,B35T020D00200660,-22.91527791,-43.60610236,2026-04-26,ABERTO,2026-04-26 00:00:43.351929,2026-04-26 00:04:43.537546,5,5,5,5,1.0,1.0
TOICR,B35T020D00200334,-22.91524011,-43.60607534,2026-04-26,ABERTO,2026-04-26 00:00:54.72701,2026-04-26 00:04:54.644619,5,5,5,5,1.0,1.0
TLBOI,B35T020D00200340,-22.91515629,-43.39853808,2026-04-26,ABERTO,2026-04-26 00:00:39.655706,2026-04-26 00:04:39.475886,5,5,5,5,1.0,1.0
TCTQE,B35T020D00200472,-22.91501784,-43.36086469,2026-04-26,ABERTO,2026-04-26 00:00:36.257667,2026-04-26 00:04:36.160605,5,5,5,5,1.0,1.0
TCTQE,B35T020D00200447,-22.91475951,-43.36097863,2026-04-26,ABERTO,2026-04-26 00:00:27.875334,2026-04-26 00:04:27.530169,5,5,5,5,1.0,1.0
TOVCA,B35T020D00200042,-22.91438201,-43.60157339,2026-04-26,ABERTO,2026-04-26 00:00:48.846575,2026-04-26 00:04:49.227135,5,5,5,5,1.0,1.0
TOVCA,B35T020D00200336,-22.91426122,-43.60164598,2026-04-26,ABERTO,2026-04-26 00:00:08.487087,2026-04-26 00:04:08.282921,5,5,5,5,1.0,1.0
TOINH,B35T020D00200322,-22.91322482,-43.59552126,2026-04-26,ABERTO,2026-04-26 00:00:33.5496,2026-04-26 00:04:32.89779,5,5,5,5,1.0,1.0
